"run","random_seed","tick","ID","ChosenMode"
1,1772182948,6.0,14,"IntentionalAll"
1,1772182948,6.0,3,"Habitual"
1,1772182948,6.0,13,"IntentionalAll"
1,1772182948,6.0,5,"Habitual"
1,1772182948,6.0,9,"Habitual"
1,1772182948,6.0,15,"IntentionalAll"
1,1772182948,6.0,10,"IntentionalAll"
1,1772182948,7.0,8,"Habitual"
1,1772182948,7.0,11,"Habitual"
1,1772182948,7.0,12,"Habitual"
1,1772182948,7.0,4,"Habitual"
1,1772182948,7.0,2,"IntentionalAll"
1,1772182948,7.0,1,"Habitual"
1,1772182948,7.0,7,"IntentionalAll"
1,1772182948,7.0,6,"Habitual"
1,1772182948,7.0,14,"Habitual"
1,1772182948,7.0,3,"Habitual"
1,1772182948,7.0,13,"IntentionalAll"
1,1772182948,7.0,5,"IntentionalAll"
1,1772182948,7.0,9,"Habitual"
1,1772182948,7.0,15,"Habitual"
1,1772182948,7.0,10,"Habitual"
1,1772182948,8.0,8,"Habitual"
1,1772182948,8.0,11,"Habitual"
1,1772182948,8.0,12,"Habitual"
1,1772182948,8.0,4,"Habitual"
1,1772182948,8.0,2,"Habitual"
1,1772182948,8.0,1,"Habitual"
1,1772182948,8.0,7,"Habitual"
1,1772182948,8.0,6,"IntentionalAll"
1,1772182948,8.0,14,"Habitual"
1,1772182948,8.0,3,"IntentionalAll"
1,1772182948,8.0,13,"IntentionalAll"
1,1772182948,8.0,5,"Habitual"
1,1772182948,8.0,9,"Habitual"
1,1772182948,8.0,15,"Habitual"
1,1772182948,8.0,10,"Habitual"
1,1772182948,9.0,8,"IntentionalAll"
1,1772182948,9.0,11,"IntentionalAll"
1,1772182948,9.0,12,"IntentionalAll"
1,1772182948,9.0,4,"IntentionalAll"
1,1772182948,9.0,2,"IntentionalAll"
1,1772182948,9.0,1,"IntentionalAll"
1,1772182948,9.0,7,"IntentionalAll"
1,1772182948,9.0,6,"IntentionalAll"
1,1772182948,9.0,14,"IntentionalAll"
1,1772182948,9.0,3,"Habitual"
1,1772182948,9.0,13,"Habitual"
1,1772182948,9.0,5,"Habitual"
1,1772182948,9.0,9,"Habitual"
1,1772182948,9.0,15,"IntentionalAll"
1,1772182948,9.0,10,"Habitual"
1,1772182948,10.0,8,"IntentionalAll"
1,1772182948,10.0,11,"Habitual"
1,1772182948,10.0,12,"IntentionalAll"
1,1772182948,10.0,4,"IntentionalAll"
1,1772182948,10.0,2,"IntentionalAll"
1,1772182948,10.0,1,"IntentionalAll"
1,1772182948,10.0,7,"Habitual"
1,1772182948,10.0,6,"IntentionalAll"
1,1772182948,10.0,14,"Habitual"
1,1772182948,10.0,3,"Habitual"
1,1772182948,10.0,13,"IntentionalAll"
1,1772182948,10.0,5,"IntentionalAll"
1,1772182948,10.0,9,"IntentionalAll"
1,1772182948,10.0,15,"IntentionalAll"
1,1772182948,10.0,10,"IntentionalAll"
1,1772182948,11.0,8,"Habitual"
1,1772182948,11.0,11,"Habitual"
1,1772182948,11.0,12,"Habitual"
1,1772182948,11.0,4,"Habitual"
1,1772182948,11.0,2,"IntentionalAll"
1,1772182948,11.0,1,"Habitual"
1,1772182948,11.0,7,"IntentionalAll"
1,1772182948,11.0,6,"Habitual"
1,1772182948,11.0,14,"Habitual"
1,1772182948,11.0,3,"IntentionalAll"
1,1772182948,11.0,13,"Habitual"
1,1772182948,11.0,5,"Habitual"
1,1772182948,11.0,9,"Habitual"
1,1772182948,11.0,15,"Habitual"
1,1772182948,11.0,10,"Habitual"
1,1772182948,12.0,8,"IntentionalAll"
1,1772182948,12.0,11,"IntentionalAll"
1,1772182948,12.0,12,"Habitual"
1,1772182948,12.0,4,"Habitual"
1,1772182948,12.0,2,"IntentionalAll"
1,1772182948,12.0,1,"Habitual"
1,1772182948,12.0,7,"IntentionalAll"
1,1772182948,12.0,6,"Habitual"
1,1772182948,12.0,14,"Habitual"
1,1772182948,12.0,3,"IntentionalAll"
1,1772182948,12.0,13,"Habitual"
1,1772182948,12.0,5,"Habitual"
1,1772182948,12.0,9,"Habitual"
1,1772182948,12.0,15,"IntentionalAll"
1,1772182948,12.0,10,"Habitual"
1,1772182948,13.0,8,"IntentionalAll"
1,1772182948,13.0,11,"Habitual"
1,1772182948,13.0,12,"IntentionalAll"
1,1772182948,13.0,4,"IntentionalAll"
1,1772182948,13.0,2,"Habitual"
1,1772182948,13.0,1,"Habitual"
1,1772182948,13.0,7,"IntentionalAll"
1,1772182948,13.0,6,"Habitual"
1,1772182948,13.0,14,"Habitual"
1,1772182948,13.0,3,"IntentionalAll"
1,1772182948,13.0,13,"Habitual"
1,1772182948,13.0,5,"Habitual"
1,1772182948,13.0,9,"Habitual"
1,1772182948,13.0,15,"IntentionalAll"
1,1772182948,13.0,10,"Habitual"
1,1772182948,14.0,8,"Habitual"
1,1772182948,14.0,11,"IntentionalAll"
1,1772182948,14.0,12,"Habitual"
1,1772182948,14.0,4,"Habitual"
1,1772182948,14.0,2,"Habitual"
1,1772182948,14.0,1,"IntentionalAll"
1,1772182948,14.0,7,"IntentionalAll"
1,1772182948,14.0,6,"IntentionalAll"
1,1772182948,14.0,14,"Habitual"
1,1772182948,14.0,3,"Habitual"
1,1772182948,14.0,13,"IntentionalAll"
1,1772182948,14.0,5,"Habitual"
1,1772182948,14.0,9,"Habitual"
1,1772182948,14.0,15,"IntentionalAll"
1,1772182948,14.0,10,"IntentionalAll"
1,1772182948,15.0,8,"Habitual"
1,1772182948,15.0,11,"IntentionalAll"
1,1772182948,15.0,12,"Habitual"
1,1772182948,15.0,4,"IntentionalAll"
1,1772182948,15.0,2,"Habitual"
1,1772182948,15.0,1,"Habitual"
1,1772182948,15.0,7,"IntentionalAll"
1,1772182948,15.0,6,"IntentionalAll"
1,1772182948,15.0,14,"IntentionalAll"
1,1772182948,15.0,3,"IntentionalAll"
1,1772182948,15.0,13,"Habitual"
1,1772182948,15.0,5,"IntentionalAll"
1,1772182948,15.0,9,"IntentionalAll"
1,1772182948,15.0,15,"IntentionalAll"
1,1772182948,15.0,10,"IntentionalAll"
1,1772182948,16.0,8,"Habitual"
1,1772182948,16.0,11,"Habitual"
1,1772182948,16.0,12,"IntentionalAll"
1,1772182948,16.0,4,"IntentionalAll"
1,1772182948,16.0,2,"Habitual"
1,1772182948,16.0,1,"Habitual"
1,1772182948,16.0,7,"IntentionalAll"
1,1772182948,16.0,6,"IntentionalAll"
1,1772182948,16.0,14,"IntentionalAll"
1,1772182948,16.0,3,"IntentionalAll"
1,1772182948,16.0,13,"Habitual"
1,1772182948,16.0,5,"IntentionalAll"
1,1772182948,16.0,9,"Habitual"
1,1772182948,16.0,15,"IntentionalAll"
1,1772182948,16.0,10,"Habitual"
1,1772182948,17.0,8,"IntentionalAll"
1,1772182948,17.0,11,"Habitual"
1,1772182948,17.0,12,"Habitual"
1,1772182948,17.0,4,"IntentionalAll"
1,1772182948,17.0,2,"IntentionalAll"
1,1772182948,17.0,1,"IntentionalAll"
1,1772182948,17.0,7,"Habitual"
1,1772182948,17.0,6,"IntentionalAll"
1,1772182948,17.0,14,"Habitual"
1,1772182948,17.0,3,"IntentionalAll"
1,1772182948,17.0,13,"Habitual"
1,1772182948,17.0,5,"IntentionalAll"
1,1772182948,17.0,9,"IntentionalAll"
1,1772182948,17.0,15,"Habitual"
1,1772182948,17.0,10,"IntentionalAll"
1,1772182948,18.0,8,"IntentionalAll"
1,1772182948,18.0,11,"IntentionalAll"
1,1772182948,18.0,12,"Habitual"
1,1772182948,18.0,4,"Habitual"
1,1772182948,18.0,2,"IntentionalAll"
1,1772182948,18.0,1,"IntentionalAll"
1,1772182948,18.0,7,"IntentionalAll"
1,1772182948,18.0,6,"IntentionalAll"
1,1772182948,18.0,14,"Habitual"
1,1772182948,18.0,3,"Habitual"
1,1772182948,18.0,13,"IntentionalAll"
1,1772182948,18.0,5,"Habitual"
1,1772182948,18.0,9,"IntentionalAll"
1,1772182948,18.0,15,"IntentionalAll"
1,1772182948,18.0,10,"IntentionalAll"
1,1772182948,19.0,8,"Habitual"
1,1772182948,19.0,11,"IntentionalAll"
1,1772182948,19.0,12,"Habitual"
1,1772182948,19.0,4,"Habitual"
1,1772182948,19.0,2,"IntentionalAll"
1,1772182948,19.0,1,"Habitual"
1,1772182948,19.0,7,"Habitual"
1,1772182948,19.0,6,"IntentionalAll"
1,1772182948,19.0,14,"IntentionalAll"
1,1772182948,19.0,3,"Habitual"
1,1772182948,19.0,13,"Habitual"
1,1772182948,19.0,5,"Habitual"
1,1772182948,19.0,9,"IntentionalAll"
1,1772182948,19.0,15,"IntentionalAll"
1,1772182948,19.0,10,"Habitual"
1,1772182948,20.0,8,"Habitual"
1,1772182948,20.0,11,"Habitual"
1,1772182948,20.0,12,"Habitual"
1,1772182948,20.0,4,"IntentionalAll"
1,1772182948,20.0,2,"IntentionalAll"
1,1772182948,20.0,1,"IntentionalAll"
1,1772182948,20.0,7,"IntentionalAll"
1,1772182948,20.0,6,"IntentionalAll"
1,1772182948,20.0,14,"Habitual"
1,1772182948,20.0,3,"Habitual"
1,1772182948,20.0,13,"Habitual"
1,1772182948,20.0,5,"Habitual"
1,1772182948,20.0,9,"Habitual"
1,1772182948,20.0,15,"IntentionalAll"
1,1772182948,20.0,10,"Habitual"
1,1772182948,21.0,8,"IntentionalAll"
1,1772182948,21.0,11,"IntentionalAll"
1,1772182948,21.0,12,"IntentionalAll"
1,1772182948,21.0,4,"IntentionalAll"
1,1772182948,21.0,2,"Habitual"
1,1772182948,21.0,1,"Habitual"
1,1772182948,21.0,7,"Habitual"
1,1772182948,21.0,6,"IntentionalAll"
1,1772182948,21.0,14,"IntentionalAll"
1,1772182948,21.0,3,"Habitual"
1,1772182948,21.0,13,"Habitual"
1,1772182948,21.0,5,"Habitual"
1,1772182948,21.0,9,"IntentionalAll"
1,1772182948,21.0,15,"IntentionalAll"
1,1772182948,21.0,10,"IntentionalAll"
1,1772182948,22.0,8,"Habitual"
1,1772182948,22.0,11,"Habitual"
1,1772182948,22.0,12,"Habitual"
1,1772182948,22.0,4,"Habitual"
1,1772182948,22.0,2,"IntentionalAll"
1,1772182948,22.0,1,"Habitual"
1,1772182948,22.0,7,"IntentionalAll"
1,1772182948,22.0,6,"IntentionalAll"
1,1772182948,22.0,14,"IntentionalAll"
1,1772182948,22.0,3,"IntentionalAll"
1,1772182948,22.0,13,"Habitual"
1,1772182948,22.0,5,"Habitual"
1,1772182948,22.0,9,"Habitual"
1,1772182948,22.0,15,"IntentionalAll"
1,1772182948,22.0,10,"IntentionalAll"
1,1772182948,23.0,8,"IntentionalAll"
1,1772182948,23.0,11,"IntentionalAll"
1,1772182948,23.0,12,"Habitual"
1,1772182948,23.0,4,"Habitual"
1,1772182948,23.0,2,"Habitual"
1,1772182948,23.0,1,"IntentionalAll"
1,1772182948,23.0,7,"Habitual"
1,1772182948,23.0,6,"Habitual"
1,1772182948,23.0,14,"IntentionalAll"
1,1772182948,23.0,3,"Habitual"
1,1772182948,23.0,13,"IntentionalAll"
1,1772182948,23.0,5,"IntentionalAll"
1,1772182948,23.0,9,"IntentionalAll"
1,1772182948,23.0,15,"IntentionalAll"
1,1772182948,23.0,10,"Habitual"
1,1772182948,24.0,8,"IntentionalAll"
1,1772182948,24.0,11,"Habitual"
1,1772182948,24.0,12,"IntentionalAll"
1,1772182948,24.0,4,"IntentionalAll"
1,1772182948,24.0,2,"Habitual"
1,1772182948,24.0,1,"Habitual"
1,1772182948,24.0,7,"Habitual"
1,1772182948,24.0,6,"Habitual"
1,1772182948,24.0,14,"Habitual"
1,1772182948,24.0,3,"Habitual"
1,1772182948,24.0,13,"IntentionalAll"
1,1772182948,24.0,5,"Habitual"
1,1772182948,24.0,9,"IntentionalAll"
1,1772182948,24.0,15,"Habitual"
1,1772182948,24.0,10,"Habitual"
1,1772182948,25.0,8,"IntentionalAll"
1,1772182948,25.0,11,"IntentionalAll"
1,1772182948,25.0,12,"Habitual"
1,1772182948,25.0,4,"Habitual"
1,1772182948,25.0,2,"Habitual"
1,1772182948,25.0,1,"IntentionalAll"
1,1772182948,25.0,7,"IntentionalAll"
1,1772182948,25.0,6,"Habitual"
1,1772182948,25.0,14,"Habitual"
1,1772182948,25.0,3,"Habitual"
1,1772182948,25.0,13,"IntentionalAll"
1,1772182948,25.0,5,"Habitual"
1,1772182948,25.0,9,"Habitual"
1,1772182948,25.0,15,"IntentionalAll"
1,1772182948,25.0,10,"IntentionalAll"
1,1772182948,26.0,8,"Habitual"
1,1772182948,26.0,11,"IntentionalAll"
1,1772182948,26.0,12,"IntentionalAll"
1,1772182948,26.0,4,"IntentionalAll"
1,1772182948,26.0,2,"IntentionalAll"
1,1772182948,26.0,1,"IntentionalAll"
1,1772182948,26.0,7,"IntentionalAll"
1,1772182948,26.0,6,"Habitual"
1,1772182948,26.0,14,"Habitual"
1,1772182948,26.0,3,"IntentionalAll"
1,1772182948,26.0,13,"IntentionalAll"
1,1772182948,26.0,5,"IntentionalAll"
1,1772182948,26.0,9,"Habitual"
1,1772182948,26.0,15,"Habitual"
1,1772182948,26.0,10,"IntentionalAll"
1,1772182948,27.0,8,"Habitual"
1,1772182948,27.0,11,"Habitual"
1,1772182948,27.0,12,"Habitual"
1,1772182948,27.0,4,"IntentionalAll"
1,1772182948,27.0,2,"Habitual"
1,1772182948,27.0,1,"IntentionalAll"
1,1772182948,27.0,7,"Habitual"
1,1772182948,27.0,6,"IntentionalAll"
1,1772182948,27.0,14,"Habitual"
1,1772182948,27.0,3,"IntentionalAll"
1,1772182948,27.0,13,"IntentionalAll"
1,1772182948,27.0,5,"Habitual"
1,1772182948,27.0,9,"Habitual"
1,1772182948,27.0,15,"Habitual"
1,1772182948,27.0,10,"IntentionalAll"
1,1772182948,28.0,8,"IntentionalAll"
1,1772182948,28.0,11,"Habitual"
1,1772182948,28.0,12,"Habitual"
1,1772182948,28.0,4,"Habitual"
1,1772182948,28.0,2,"IntentionalAll"
1,1772182948,28.0,1,"Habitual"
1,1772182948,28.0,7,"Habitual"
1,1772182948,28.0,6,"Habitual"
1,1772182948,28.0,14,"Habitual"
1,1772182948,28.0,3,"Habitual"
1,1772182948,28.0,13,"Habitual"
1,1772182948,28.0,5,"Habitual"
1,1772182948,28.0,9,"IntentionalAll"
1,1772182948,28.0,15,"Habitual"
1,1772182948,28.0,10,"Habitual"
1,1772182948,29.0,8,"Habitual"
1,1772182948,29.0,11,"IntentionalAll"
1,1772182948,29.0,12,"Habitual"
1,1772182948,29.0,4,"Habitual"
1,1772182948,29.0,2,"IntentionalAll"
1,1772182948,29.0,1,"Habitual"
1,1772182948,29.0,7,"Habitual"
1,1772182948,29.0,6,"IntentionalAll"
1,1772182948,29.0,14,"Habitual"
1,1772182948,29.0,3,"Habitual"
1,1772182948,29.0,13,"IntentionalAll"
1,1772182948,29.0,5,"Habitual"
1,1772182948,29.0,9,"Habitual"
1,1772182948,29.0,15,"Habitual"
1,1772182948,29.0,10,"IntentionalAll"
1,1772182948,30.0,8,"IntentionalAll"
1,1772182948,30.0,11,"IntentionalAll"
1,1772182948,30.0,12,"Habitual"
1,1772182948,30.0,4,"Habitual"
1,1772182948,30.0,2,"Habitual"
1,1772182948,30.0,1,"Habitual"
1,1772182948,30.0,7,"IntentionalAll"
1,1772182948,30.0,6,"IntentionalAll"
1,1772182948,30.0,14,"IntentionalAll"
1,1772182948,30.0,3,"Habitual"
1,1772182948,30.0,13,"Habitual"
1,1772182948,30.0,5,"IntentionalAll"
1,1772182948,30.0,9,"IntentionalAll"
1,1772182948,30.0,15,"IntentionalAll"
1,1772182948,30.0,10,"Habitual"
1,1772182948,31.0,8,"Habitual"
1,1772182948,31.0,11,"Habitual"
1,1772182948,31.0,12,"Habitual"
1,1772182948,31.0,4,"Habitual"
1,1772182948,31.0,2,"Habitual"
1,1772182948,31.0,1,"Habitual"
1,1772182948,31.0,7,"IntentionalAll"
1,1772182948,31.0,6,"Habitual"
1,1772182948,31.0,14,"IntentionalAll"
1,1772182948,31.0,3,"Habitual"
1,1772182948,31.0,13,"Habitual"
1,1772182948,31.0,5,"IntentionalAll"
1,1772182948,31.0,9,"Habitual"
1,1772182948,31.0,15,"IntentionalAll"
1,1772182948,31.0,10,"Habitual"
1,1772182948,32.0,8,"IntentionalAll"
1,1772182948,32.0,11,"Habitual"
1,1772182948,32.0,12,"Habitual"
1,1772182948,32.0,4,"IntentionalAll"
1,1772182948,32.0,2,"IntentionalAll"
1,1772182948,32.0,1,"IntentionalAll"
1,1772182948,32.0,7,"Habitual"
1,1772182948,32.0,6,"IntentionalAll"
1,1772182948,32.0,14,"IntentionalAll"
1,1772182948,32.0,3,"Habitual"
1,1772182948,32.0,13,"Habitual"
1,1772182948,32.0,5,"Habitual"
1,1772182948,32.0,9,"Habitual"
1,1772182948,32.0,15,"Habitual"
1,1772182948,32.0,10,"Habitual"
1,1772182948,33.0,8,"IntentionalAll"
1,1772182948,33.0,11,"IntentionalAll"
1,1772182948,33.0,12,"IntentionalAll"
1,1772182948,33.0,4,"Habitual"
1,1772182948,33.0,2,"IntentionalAll"
1,1772182948,33.0,1,"Habitual"
1,1772182948,33.0,7,"Habitual"
1,1772182948,33.0,6,"IntentionalAll"
1,1772182948,33.0,14,"Habitual"
1,1772182948,33.0,3,"Habitual"
1,1772182948,33.0,13,"Habitual"
1,1772182948,33.0,5,"Habitual"
1,1772182948,33.0,9,"Habitual"
1,1772182948,33.0,15,"Habitual"
1,1772182948,33.0,10,"IntentionalAll"
1,1772182948,34.0,8,"IntentionalAll"
1,1772182948,34.0,11,"IntentionalAll"
1,1772182948,34.0,12,"Habitual"
1,1772182948,34.0,4,"IntentionalAll"
1,1772182948,34.0,2,"IntentionalAll"
1,1772182948,34.0,1,"Habitual"
1,1772182948,34.0,7,"Habitual"
1,1772182948,34.0,6,"Habitual"
1,1772182948,34.0,14,"Habitual"
1,1772182948,34.0,3,"Habitual"
1,1772182948,34.0,13,"Habitual"
1,1772182948,34.0,5,"Habitual"
1,1772182948,34.0,9,"Habitual"
1,1772182948,34.0,15,"IntentionalAll"
1,1772182948,34.0,10,"Habitual"
1,1772182948,35.0,8,"IntentionalAll"
1,1772182948,35.0,11,"Habitual"
1,1772182948,35.0,12,"Habitual"
1,1772182948,35.0,4,"IntentionalAll"
1,1772182948,35.0,2,"IntentionalAll"
1,1772182948,35.0,1,"Habitual"
1,1772182948,35.0,7,"IntentionalAll"
1,1772182948,35.0,6,"Habitual"
1,1772182948,35.0,14,"IntentionalAll"
1,1772182948,35.0,3,"IntentionalAll"
1,1772182948,35.0,13,"IntentionalAll"
1,1772182948,35.0,5,"IntentionalAll"
1,1772182948,35.0,9,"IntentionalAll"
1,1772182948,35.0,15,"Habitual"
1,1772182948,35.0,10,"Habitual"
1,1772182948,36.0,8,"IntentionalAll"
1,1772182948,36.0,11,"Habitual"
1,1772182948,36.0,12,"IntentionalAll"
1,1772182948,36.0,4,"IntentionalAll"
1,1772182948,36.0,2,"IntentionalAll"
1,1772182948,36.0,1,"IntentionalAll"
1,1772182948,36.0,7,"IntentionalAll"
1,1772182948,36.0,6,"Habitual"
1,1772182948,36.0,14,"Habitual"
1,1772182948,36.0,3,"IntentionalAll"
1,1772182948,36.0,13,"Habitual"
1,1772182948,36.0,5,"Habitual"
1,1772182948,36.0,9,"Habitual"
1,1772182948,36.0,15,"Habitual"
1,1772182948,36.0,10,"Habitual"
1,1772182948,37.0,8,"Habitual"
1,1772182948,37.0,11,"IntentionalAll"
1,1772182948,37.0,12,"Habitual"
1,1772182948,37.0,4,"Habitual"
1,1772182948,37.0,2,"Habitual"
1,1772182948,37.0,1,"Habitual"
1,1772182948,37.0,7,"Habitual"
1,1772182948,37.0,6,"Habitual"
1,1772182948,37.0,14,"IntentionalAll"
1,1772182948,37.0,3,"Habitual"
1,1772182948,37.0,13,"Habitual"
1,1772182948,37.0,5,"Habitual"
1,1772182948,37.0,9,"Habitual"
1,1772182948,37.0,15,"Habitual"
1,1772182948,37.0,10,"IntentionalAll"
1,1772182948,38.0,8,"Habitual"
1,1772182948,38.0,11,"Habitual"
1,1772182948,38.0,12,"IntentionalAll"
1,1772182948,38.0,4,"Habitual"
1,1772182948,38.0,2,"Habitual"
1,1772182948,38.0,1,"Habitual"
1,1772182948,38.0,7,"Habitual"
1,1772182948,38.0,6,"IntentionalAll"
1,1772182948,38.0,14,"IntentionalAll"
1,1772182948,38.0,3,"Habitual"
1,1772182948,38.0,13,"IntentionalAll"
1,1772182948,38.0,5,"IntentionalAll"
1,1772182948,38.0,9,"Habitual"
1,1772182948,38.0,15,"Habitual"
1,1772182948,38.0,10,"IntentionalAll"
1,1772182948,39.0,8,"Habitual"
1,1772182948,39.0,11,"Habitual"
1,1772182948,39.0,12,"IntentionalAll"
1,1772182948,39.0,4,"Habitual"
1,1772182948,39.0,2,"Habitual"
1,1772182948,39.0,1,"Habitual"
1,1772182948,39.0,7,"Habitual"
1,1772182948,39.0,6,"IntentionalAll"
1,1772182948,39.0,14,"IntentionalAll"
1,1772182948,39.0,3,"Habitual"
1,1772182948,39.0,13,"Habitual"
1,1772182948,39.0,5,"IntentionalAll"
1,1772182948,39.0,9,"Habitual"
1,1772182948,39.0,15,"Habitual"
1,1772182948,39.0,10,"IntentionalAll"
1,1772182948,40.0,8,"Habitual"
1,1772182948,40.0,11,"Habitual"
1,1772182948,40.0,12,"Habitual"
1,1772182948,40.0,4,"Habitual"
1,1772182948,40.0,2,"Habitual"
1,1772182948,40.0,1,"IntentionalAll"
1,1772182948,40.0,7,"Habitual"
1,1772182948,40.0,6,"Habitual"
1,1772182948,40.0,14,"Habitual"
1,1772182948,40.0,3,"Habitual"
1,1772182948,40.0,13,"IntentionalAll"
1,1772182948,40.0,5,"Habitual"
1,1772182948,40.0,9,"IntentionalAll"
1,1772182948,40.0,15,"IntentionalAll"
1,1772182948,40.0,10,"IntentionalAll"
1,1772182948,41.0,8,"Habitual"
1,1772182948,41.0,11,"IntentionalAll"
1,1772182948,41.0,12,"IntentionalAll"
1,1772182948,41.0,4,"Habitual"
1,1772182948,41.0,2,"Habitual"
1,1772182948,41.0,1,"IntentionalAll"
1,1772182948,41.0,7,"IntentionalAll"
1,1772182948,41.0,6,"IntentionalAll"
1,1772182948,41.0,14,"IntentionalAll"
1,1772182948,41.0,3,"IntentionalAll"
1,1772182948,41.0,13,"Habitual"
1,1772182948,41.0,5,"Habitual"
1,1772182948,41.0,9,"IntentionalAll"
1,1772182948,41.0,15,"IntentionalAll"
1,1772182948,41.0,10,"Habitual"
1,1772182948,42.0,8,"Habitual"
1,1772182948,42.0,11,"Habitual"
1,1772182948,42.0,12,"IntentionalAll"
1,1772182948,42.0,4,"IntentionalAll"
1,1772182948,42.0,2,"IntentionalAll"
1,1772182948,42.0,1,"Habitual"
1,1772182948,42.0,7,"IntentionalAll"
1,1772182948,42.0,6,"IntentionalAll"
1,1772182948,42.0,14,"IntentionalAll"
1,1772182948,42.0,3,"IntentionalAll"
1,1772182948,42.0,13,"IntentionalAll"
1,1772182948,42.0,5,"IntentionalAll"
1,1772182948,42.0,9,"Habitual"
1,1772182948,42.0,15,"IntentionalAll"
1,1772182948,42.0,10,"IntentionalAll"
1,1772182948,43.0,8,"Habitual"
1,1772182948,43.0,11,"Habitual"
1,1772182948,43.0,12,"Habitual"
1,1772182948,43.0,4,"IntentionalAll"
1,1772182948,43.0,2,"IntentionalAll"
1,1772182948,43.0,1,"IntentionalAll"
1,1772182948,43.0,7,"Habitual"
1,1772182948,43.0,6,"Habitual"
1,1772182948,43.0,14,"Habitual"
1,1772182948,43.0,3,"IntentionalAll"
1,1772182948,43.0,13,"IntentionalAll"
1,1772182948,43.0,5,"IntentionalAll"
1,1772182948,43.0,9,"Habitual"
1,1772182948,43.0,15,"Habitual"
1,1772182948,43.0,10,"IntentionalAll"
1,1772182948,44.0,8,"Habitual"
1,1772182948,44.0,11,"IntentionalAll"
1,1772182948,44.0,12,"Habitual"
1,1772182948,44.0,4,"Habitual"
1,1772182948,44.0,2,"Habitual"
1,1772182948,44.0,1,"Habitual"
